case_id,detector_id,detector_x_vox,detector_y_vox,detector_z_vox,detector_radius_vox,detected_photons,detected_weight,mean_total_pathlength_vox,max_total_pathlength_vox
term_wrist_reflectance_940nm_a390d87f,1,123.0,27.5,40.0,2.9999999999999996,0,0.0,0.0,0.0
