case_id,detector_id,detector_x_vox,detector_y_vox,detector_z_vox,detector_radius_vox,detected_photons,detected_weight,mean_total_pathlength_vox,max_total_pathlength_vox
preterm_wrist_reflectance_940nm_f7d0e607,1,120.99999999999999,32.5,40.0,2.9999999999999996,0,0.0,0.0,0.0
